惧 惧 [ju4] /craindre/avoir peur/
阀 阀 [fa2] /valve/vanne/
惨 惨 [can3] /misérable/tragique/lamentable/cruel/brutal/sérieusement/énormément/désastreusement/
阁 阁 [ge2] /pavillon/cabinet/
惩 惩 [cheng2] /punir/châtier/
阂 阂 [he2] /faire obstacle/empêcher/obstruer/
阃 阃 [kun3] /seuil/porte de l'appartement des femmes/
惫 惫 [bei4] /fatiguer/
阄 阄 [jiu1] /tirer au sort/
惬 惬 [qie4] /satisfait/content/joyeux/
阅 阅 [yue4] /lire/passer en revue/
惭 惭 [can2] /avoir honte/
惮 惮 [dan4] /craindre/fatigue/
阇 阇 [she2] /(utilisé dans les transcriptions bouddhistes)/
惯 惯 [guan4] /avoir l'habitude de/s'habituer à/habitué/accoutumé/gâter (un enfant)/avoir trop d'indulgence/
阈 阈 [yu4] /seuil (de porte)/
阉 阉 [yan1] /eunuque/
阊 阊 [chang1] /porte du ciel ou du paradis/porte d'un palais/
阍 阍 [hun1] /grande porte/porte de palais/gardien de la porte/portier/garder une porte/
籁 籁 [lai4] /(ancien instrument à vent chinois)/bruit sonore/
阎 阎 [Yan2] /porte/hameau/rue/(nom de famille)/
阏 阏 [yan1] /boucher/obstruer/
阐 阐 [chan3] /manifester/expliquer/interpréter/
阑 阑 [lan2] /toucher à sa fin/rampe/balustrade/exténué/
阒 阒 [qu4] /calme/vivre seul/
阓 阓 [hui4] /porte d'un marché/
阔 阔 [kuo4] /large/riche/
阕 阕 [que4] /section d'une chanson/fermé/
阖 阖 [he2] /tout/
阗 阗 [tian2] /remplir/abondant/
阙 阙 [que4] /défaut/tour/palais/creuser/
阚 阚 [kan4] /regarder furtivement/jeter un coup d'oeil/lancer un regard/
阛 阛 [huan2] /mur autour d'une place de marché/
队 队 [dui4] /colonne/rang/équipe/brigade/
愆 愆 [qian1] /faute/prolonger/
愈 愈 [yu4] /guérir/recouvrer la santé/plus...plus.../
阳 阳 [yang2] /Yang (principe mâle opposé au Yin)/Soleil/éclairé/adret (versant d'une montagne exposé au soleil)/masculin/positif (électricité)/(nom de famille)/
阴 阴 [yin1] /Yin (principe féminin, opposé du Yang)/ombre/ubac (versant d'une montagne le moins exposé au soleil)/nuageux/sombre/lunaire/sournois/sinistre/négatif (électricité)/(nom de famille)/
阵 阵 [zhen4] /coup/accès/formation de combat/front/quelque temps/
阶 阶 [jie1] /marche/escalier/échelon/grade/
愠 愠 [yun4] /en colère/irrité/
籴 籴 [di2] /acheter des grains/
愤 愤 [fen4] /indignation/colère/
䝙 䝙 [chu1] /(arch.) animal ressemblant à un tigre/
愦 愦 [kui4] /stupide/hébété/abruti/
类 类 [lei4] /genre/espèce/ressembler/
际 际 [ji4] /limite/frontière/entre/terme/rencontre/
陆 陆 [liu4] /six (forme anti-fraude)/
陇 陇 [Long3] /autre nom de la province du Gansu/
陈 陈 [chen2] /arranger/exposer à un supérieur/vieux/ancien/(nom de famille Chen ou Tran)/
陉 陉 [xing2] /abrupt/
陕 陕 [Shan3] /autre nom de la province du Shaanxi/
愿 愿 [yuan4] /désir/voeu/souhaiter/désirer/vouloir/avoir envie de/être prêt à/
粗 粗 [cu1] /épais/grossier/brut/négligent/sans soin/approximativement/à peu près/
陨 陨 [yun3] /tomber du ciel/
粜 粜 [tiao4] /vendre des grains/
险 险 [xian3] /danger/péril/
粝 粝 [li4] /grain grossier/
粤 粤 [Yue4] /autre nom de la province du Guangdong/
慑 慑 [she4] /intimider/
粪 粪 [fen4] /matière fécale/excrément/selles/crottin/bouse/
粮 粮 [liang2] /céréale/nourriture/
粽 粽 [zong4] /pouding/triangulaire de millet ou de riz/
慭 慭 [yin4] /blessé/de plus/de préférence/
随 随 [sui2] /au fur et à mesure/suivre/se conformer à/permettre/
隐 隐 [yin3] /caché/latent/
糇 糇 [hou2] /provisions/
糕 糕 [gao1] /gâteau/
糖 糖 [tang2] /sucre/friandise/bonbon/
憔 憔 [qiao2] /hâve/égaré/
隶 隶 [li4] /dépendre de/être subordonné à/esclave/scribe/
隽 隽 [juan4] /signifiant/significatif/
难 难 [nan4] /désastre/détresse/calamité/infortune/malheur/
雁 雁 [yan4] /oie sauvage/
雍 雍 [yong1] /harmonieux/
雏 雏 [chu2] /petit/jeune/oisillon/poussin/
雕 雕 [diao1] /graver/sculpter/gravure/sculpture/aigle royal/vautour/
雠 雠 [chou2] /ennemi/
懑 懑 [men4] /chagrin/triste/
懒 懒 [lan3] /paresseux/feignant/faignant/fainéant/
雳 雳 [li4] /foudre/
紧 紧 [jin3] /tendu/strict/serré/étroit/urgent/
懔 懔 [lin3] /peur/
雾 雾 [wu4] /brouillard/
霁 霁 [ji4] /s'éclaircir/
霉 霉 [mei2] /moisir/moisi/moisissure/(en parlant du visage) tanné/bronzé/basané/
戆 戆 [zhuang4] /simple/honnête/
戋 戋 [jian1] /étroit/petit/
霭 霭 [ai3] /ciel nuageux/amicalement/brume/calme/paisible/amical/
戏 戏 [xi4] /pièce de théâtre/spectacle/s'amuser avec/jouer/se jouer de/se moquer de/
战 战 [zhan4] /combattre/se battre/combat/guerre/bataille/
戛 戛 [jia2] /lance/
絷 絷 [zhi2] /attacher (les jambes d'un cheval)/ficeler/ligoter/corde/
戬 戬 [jian3] /couper/
户 户 [hu4] /foyer/famille/compte/porte/(classificateur pour les familles, les foyers)/
靓 靓 [liang4] /beau/charmant/se maquiller (le visage)/
静 静 [jing4] /calme/silencieux/serein/immobile/
面 面 [mian4] /face/surface/aspect/farine/nouilles/(classificateur pour les objets plans ou susceptibles d'être étendus : drapeaux, miroirs, pans de mur, gongs)/
靥 靥 [ye4] /fossette/
才 才 [cai2] /capacité/talent/tout juste/à peine/ne... que/(utilisé pour renforcer le ton)/
扑 扑 [pu1] /se jeter sur/bondir sur/tamponner/consacrer son énergie/
靴 靴 [xue1] /bottes/
托 托 [tuo1] /soutenir avec la main/faire confiance/confier/
扣 扣 [kou4] /boutonner/attacher/retourner (qch)/arrêter (qqn)/confisquer/déduire/
执 执 [zhi2] /tenir/persister/appliquer/exécuter/
扩 扩 [kuo4] /élargir/amplifier/
扪 扪 [men2] /palper/étouffer/retenir/couvrir/
扫 扫 [sao4] /balai/
扬 扬 [yang2] /lever/soulever/jeter en l'air/faire connaitre/répandre/
扯 扯 [che3] /tirer/déchirer/bavarder/
扰 扰 [rao3] /troubler/déranger/
鞋 鞋 [xie2] /chaussure/soulier/
鞑 鞑 [da2] /Tartares/
扼 扼 [e4] /saisir/empoigner/prendre/garder/défendre/contrôler/
鞯 鞯 [jian1] /couverture de selle/
抚 抚 [fu3] /caresser/élever/nourrir/
抛 抛 [pao1] /lancer/abandonner/
抟 抟 [tuan2] /pétrir/réunir/
抠 抠 [kou1] /creuser/gratter/
抡 抡 [lun1] /brandir/lancer/
抢 抢 [qiang3] /piller/saisir/arracher/s'emparer de/se précipiter/se disputer (qch)/
护 护 [hu4] /protéger/garder/défendre/soigner/
报 报 [bao4] /journal/périodique/rapport/déclarer/annoncer/informer/récompenser/payer de retour/rétribuer/venger/
担 担 [dan4] /charge/100 livres/1 picul/
韦 韦 [wei2] /(nom de famille)/cuir tanné/
韧 韧 [ren4] /flexible/tenace/souple et résistant/
韨 韨 [fu2] /genouillère/
韩 韩 [Han2] /(nom de famille)/Coréen/(État pendant la période des Royaumes Combattants)/
